timestamp,open,high,low,close,volume
1614556800000,1739.085,1759.715,1719.525,1724.905,98.9811
1614643200000,1724.895,1740.446,1707.066,1736.416,83.0155
1614729600000,1736.426,1737.366,1701.797,1710.374,84.4823
1614816000000,1710.349,1723.104,1690.258,1694.195,103.9905
1614902400000,1694.105,1707.669,1687.138,1699.398,90.0642
1615075200000,1701.718,1713.878,1701.718,1707.685,2.941
1615161600000,1707.685,1714.168,1676.696,1684.554,89.1643
1615248000000,1684.554,1720.469,1680.014,1715.744,81.8085
1615334400000,1715.744,1727.065,1708.141,1726.584,77.0574
1615420800000,1726.594,1739.735,1719.115,1722.595,78.5622
1615507200000,1722.595,1729.158,1699.078,1726.958,76.4959
1615680000000,1727.188,1730.304,1724.135,1725.235,3.4613
1615766400000,1725.235,1734.418,1721.554,1730.618,72.0529
1615852800000,1730.608,1741.147,1726.114,1731.585,58.7907
1615939200000,1731.585,1751.498,1724.018,1748.384,76.0483
1616025600000,1748.354,1755.408,1719.115,1735.114,85.0565
1616112000000,1735.094,1746.538,1728.391,1744.858,76.2076
1616284800000,1746.009,1746.928,1737.868,1738.088,4.0628
1616371200000,1738.075,1742.988,1727.238,1739.198,75.0331
1616457600000,1739.218,1742.378,1724.578,1727.045,75.9977
1616544000000,1727.105,1738.318,1723.624,1734.498,67.8275
1616630400000,1734.398,1745.388,1721.589,1727.218,82.6444
1616716800000,1727.218,1736.648,1721.498,1731.808,66.9646
1616889600000,1731.268,1732.988,1730.378,1731.015,2.283
1616976000000,1730.985,1732.788,1705.668,1711.858,63.5978
1617062400000,1711.858,1714.318,1678.6,1685.398,76.6843
1617148800000,1685.398,1715.258,1677.788,1707.358,71.9943
1617235200000,1707.338,1730.465,1705.638,1728.805,63.2267
1617494400000,1727.929,1729.768,1725.998,1727.968,3.2011
1617580800000,1727.965,1733.448,1721.148,1729.308,47.5388
1617667200000,1729.168,1745.318,1727.398,1743.155,60.3809
1617753600000,1743.155,1743.255,1730.518,1736.728,55.9394
1617840000000,1736.728,1758.565,1733.058,1754.055,55.7847
1617926400000,1754.115,1757.238,1731.168,1743.028,59.7683
1618099200000,1743.378,1744.038,1740.428,1741.678,1.7108
1618185600000,1741.618,1744.938,1727.318,1731.868,61.2817
1618272000000,1731.865,1748.928,1723.578,1746.545,68.2172
1618358400000,1746.545,1749.218,1732.505,1736.538,63.0239
1618444800000,1736.558,1769.525,1734.248,1763.845,70.2352
1618531200000,1763.855,1783.748,1759.618,1775.748,67.026
1618704000000,1776.998,1778.065,1774.638,1776.675,2.3277
1618790400000,1776.675,1789.968,1766.628,1772.005,74.2477
1618876800000,1772.018,1780.328,1763.505,1776.838,71.4079
1618963200000,1776.848,1797.528,1776.418,1793.468,70.0527
1619049600000,1793.558,1797.748,1777.328,1783.048,77.6244
1619136000000,1783.097,1795.858,1769.865,1776.818,70.0664
1619308800000,1775.852,1776.258,1773.738,1774.798,1.9093
1619395200000,1774.808,1783.408,1768.617,1779.975,67.3887
1619481600000,1779.975,1785.458,1773.615,1775.385,65.7591
1619568000000,1775.375,1783.925,1762.498,1783.805,76.1911
1619654400000,1783.765,1789.875,1756.028,1773.068,79.2073
1619740800000,1773.068,1773.178,1764.108,1768.428,73.0051
1619913600000,1768.87,1769.108,1765.945,1768.985,1.6957
1620000000000,1768.985,1797.798,1767.235,1792.468,64.3012
1620086400000,1792.468,1798.878,1770.638,1778.588,81.7473
1620172800000,1778.578,1787.848,1770.228,1785.178,72.149
1620259200000,1785.178,1817.948,1781.878,1814.638,76.0728
1620345600000,1814.628,1843.175,1812.748,1830.618,94.5969
1620518400000,1833.43,1836.815,1831.818,1836.155,2.579
1620604800000,1836.175,1845.296,1830,1836.085,96.9361
1620691200000,1836.015,1841.718,1817.875,1835.448,90.5758
1620777600000,1835.448,1843.598,1813.145,1817.518,105.901
1620864000000,1817.498,1828.678,1808.656,1824.948,108.1872
1620950400000,1825.108,1845.85,1819.566,1842.688,84.6385
1621123200000,1844.528,1848.005,1840.498,1847.005,1.9021
1621209600000,1847.005,1868.955,1843.458,1868.875,80.7713
1621296000000,1868.875,1874.848,1863.105,1870.025,59.5755
1621382400000,1870.045,1890.022,1852.095,1865.805,65.8101
1621468800000,1865.815,1883.758,1863.735,1873.908,49.9591
1621555200000,1873.928,1889.228,1869.998,1880.898,47.8361
1621728000000,1882.123,1883.744,1879.998,1883.435,1.3638
1621814400000,1883.395,1886.878,1875.058,1877.348,50.5106
1621900800000,1877.358,1900.118,1872.614,1898.188,73.1048
1621987200000,1898.155,1912.648,1890.588,1896.078,79.6776
1622073600000,1896.025,1903.478,1888.188,1897.908,84.6755
1622160000000,1897.948,1905.798,1882.135,1902.648,57.5938
1622332800000,1903.338,1904.748,1902.572,1903.748,0.8187
1622419200000,1903.798,1910.545,1902.005,1907.998,29.779
1622505600000,1907.978,1916.485,1892.265,1898.795,60.0104
1622592000000,1898.805,1909.398,1894.228,1907.688,52.8096
1622678400000,1907.688,1909.498,1865.185,1870.868,67.6691
1622764800000,1870.868,1896.098,1855.315,1890.708,65.3614
1622937600000,1891.398,1891.398,1888.574,1889.198,1.3798
1623024000000,1889.198,1900.018,1881.415,1898.658,56.3726
1623110400000,1898.618,1903.688,1883.618,1893.285,61.1393
1623196800000,1893.275,1898.918,1887.238,1888.598,54.021
1623283200000,1888.598,1899.758,1869.668,1898.228,68.3505
1623369600000,1898.164,1902.948,1874.378,1877.048,58.2863
1623542400000,1876.758,1877.888,1873.098,1873.584,1.8871
1623628800000,1873.584,1873.778,1844.478,1866.758,58.7676
1623715200000,1866.738,1869.068,1851.478,1857.785,56.3512
1623801600000,1857.848,1862.928,1803.268,1818.688,69.7855
1623888000000,1818.688,1825.228,1767.128,1776.638,99.1301
1623974400000,1776.728,1797.062,1760.767,1763.198,84.6606
1624147200000,1763.938,1770.028,1763.838,1769.298,2.7329
1624233600000,1769.208,1787.648,1766.378,1783.498,85.39
1624320000000,1783.488,1789.995,1772.228,1777.438,54.2523
1624406400000,1777.438,1794.838,1773.208,1777.225,46.6262
1624492800000,1777.175,1787.848,1772.778,1775.148,33.4885
1624579200000,1775.148,1790.268,1773.588,1780.938,31.29
1624752000000,1781.227,1782.708,1780.448,1781.838,0.8104
1624838400000,1781.798,1785.718,1770.518,1778.018,34.7862
1624924800000,1777.988,1778.818,1750.488,1761.358,35.7106
1625011200000,1761.398,1774.278,1753.228,1768.138,34.3401
1625097600000,1768.178,1782.678,1765.528,1775.428,36.0727
1625184000000,1775.445,1794.928,1774.108,1786.978,35.1369
1625356800000,1786.527,1787.576,1785.368,1786.108,0.7244
1625443200000,1786.108,1795.128,1784.338,1791.118,20.8623
1625529600000,1791.118,1814.918,1789.938,1795.428,37.3701
1625616000000,1795.388,1809.648,1793.746,1803.248,35.7384
1625702400000,1803.228,1818.288,1794.177,1803.648,39.1313
1625788800000,1803.607,1812.298,1796.558,1807.838,31.4923
1625961600000,1807.568,1808.405,1806.218,1806.368,0.8614
1626048000000,1806.358,1810.708,1791.375,1806.998,34.0382
1626134400000,1806.968,1817.061,1798.508,1805.948,38.2432
1626220800000,1805.948,1829.678,1804.448,1826.258,37.8857
1626307200000,1826.258,1833.976,1820.13,1829.408,34.2097
1626393600000,1829.388,1831.428,1808.868,1811.548,33.9715
1626566400000,1810.891,1815.778,1810.238,1815.588,1.1388
1626652800000,1815.588,1817.178,1794.865,1811.378,46.4586
1626739200000,1811.388,1824.898,1804.948,1809.648,38.2695
1626825600000,1809.565,1813.658,1794.608,1802.448,33.5223
1626912000000,1802.448,1808.368,1792.648,1807.038,36.2958
1626998400000,1807.038,1810.218,1789.407,1801.698,31.7593
1627171200000,1801.992,1802.608,1799.898,1800.198,0.9021
1627257600000,1800.198,1811.398,1796.295,1797.618,35.7118
1627344000000,1797.588,1805.118,1793.488,1799.808,30.4215
1627430400000,1799.818,1810.205,1792.418,1809.238,34.7729
1627516800000,1809.188,1832.59,1808.498,1830.138,32.9377
1627603200000,1830.138,1831.248,1810.138,1813.398,27.4254
1627776000000,1813.321,1815.078,1811.978,1813.815,1.5625
1627862400000,1813.815,1819.418,1805.638,1812.395,34.6373
1627948800000,1812.525,1814.908,1807.018,1811.058,23.828
1628035200000,1811.028,1831.605,1806.325,1811.518,31.7101
1628121600000,1811.518,1814.748,1797.708,1803.405,28.8193
1628208000000,1803.398,1803.615,1758.578,1762.568,34.259
1628380800000,1762.888,1764.448,1670.488,1718.975,4.3774
1628467200000,1718.975,1752.498,1706.485,1731.395,41.9377
1628553600000,1731.395,1738.158,1717.598,1726.818,32.2633
1628640000000,1726.808,1754.288,1723.988,1752.235,32.761
1628726400000,1752.235,1758.038,1741.478,1753.328,28.4673
1628812800000,1753.328,1779.848,1751.568,1779.218,28.5887
1628985600000,1778.127,1779.998,1777.877,1778.778,1.0936
1629072000000,1778.778,1789.198,1770.699,1787.408,36.484
1629158400000,1787.358,1795.437,1780.448,1786.048,31.5569
1629244800000,1786.048,1793.638,1777.208,1787.388,28.5463
1629331200000,1787.398,1792.368,1774.358,1778.928,34.0412
1629417600000,1778.938,1788.281,1778.268,1780.458,29.4841
1629590400000,1779.598,1782.228,1777.258,1778.538,1.0111
1629676800000,1778.568,1806.378,1776.388,1804.728,29.6078
1629763200000,1804.668,1809.465,1800.648,1801.708,26.4437
1629849600000,1801.668,1802.558,1782.448,1791.555,28.3698
1629936000000,1791.535,1798.095,1779.928,1793.418,30.5935
1630022400000,1793.408,1819.225,1783.798,1816.158,32.9815
1630195200000,1818.332,1819.028,1817.148,1818.368,1.0906
1630281600000,1818.388,1823.079,1807.618,1810.348,22.3308
1630368000000,1810.348,1819.075,1801.598,1814.448,27.7994
1630454400000,1814.408,1819.905,1808.575,1813.058,24.4337
1630540800000,1813.048,1817.004,1804.885,1809.418,22.0415
1630627200000,1809.428,1833.908,1808.848,1827.288,32.0456
1630800000000,1829.972,1830.098,1827.358,1827.488,0.8061
1630886400000,1827.458,1828.378,1821.335,1823.448,13.8715
1630972800000,1823.428,1827.128,1792.298,1795.608,33.2053
1631059200000,1795.588,1802.074,1782.254,1790.648,39.1423
1631145600000,1790.658,1800.877,1783.717,1794.664,28.1103
1631232000000,1794.664,1803.754,1786.978,1787.048,36.1623
1631404800000,1788.354,1789.358,1786.918,1787.278,0.9265
1631491200000,1787.268,1798.264,1783.568,1792.938,37.2329
1631577600000,1792.934,1808.558,1780.285,1803.618,42.2704
1631664000000,1803.618,1806.798,1790.658,1794.968,34.489
